"odor","anexacao_lamelas","espacamento_lamelas","tamanho_lamelas","cor_lamelas","forma_caule","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","amarelo","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","amarelo","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"mofo","livres","proximas","largas","amarelo","alargando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","amarelo","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"mofo","anexadas","proximas","largas","branco","alargando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"mofo","anexadas","proximas","largas","amarelo","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","estreitas","amarelo","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"mofo","livres","proximas","largas","amarelo","alargando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","amarelo","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"mofo","livres","proximas","largas","branco","alargando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"mofo","livres","proximas","largas","amarelo","alargando","venenoso"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","marrom","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","branco","alargando","comestivel"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"sem_odor","livres","aglomeradas","estreitas","branco","alargando","venenoso"
"mofo","anexadas","proximas","largas","branco","alargando","venenoso"
"peixe","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
"picante","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","livres","aglomeradas","largas","cinza","alargando","comestivel"
"sem_odor","livres","aglomeradas","largas","rosa","alargando","comestivel"
"cheiro_ruim","livres","proximas","estreitas","amarelo_claro","afunilando","venenoso"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"sem_odor","anexadas","proximas","largas","laranja","alargando","comestivel"
"sem_odor","livres","proximas","largas","branco","alargando","comestivel"
